"8469638","124","Jussi Jokinen","CAR","L","79","12","34","46","-2","54","3","2","3","0","118","10.2","17:40","25.5","55.1"
"8469770","125","Dennis Wideman","WSH","D","82","11","35","46","-8","46","4","0","3","1","175","6.3","23:54","27.4","0.0"
"8470600","126","Ryan Suter","NSH","D","79","7","39","46","+15","30","3","1","1","0","134","5.2","26:30","28.9","0.0"
"8473449","127","Kyle Okposo","NYI","R","79","24","21","45","-15","46","3","0","2","0","152","15.8","17:04","20.0","47.9"
"8469622","128","Ryane Clowe","SJS","L","76","17","28","45","-5","97","4","0","2","0","180","9.4","17:51","23.4","30.0"
"8470803","129","Kyle Brodziak","MIN","C","82","22","22","44","-15","66","5","0","0","0","160","13.8","19:03","25.3","49.5"
"8460465","130","Petr Sykora","NJD","R","82","21","23","44","+4","40","4","0","6","0","170","12.4","15:54","20.9","55.6"
"8475784","131","Jeff Skinner","CAR","L","64","20","24","44","-8","56","4","0","5","0","210","9.5","18:37","24.1","42.1"
"8470617","132","Mike Richards","LAK","C","74","18","26","44","+3","71","3","4","1","0","171","10.5","18:53","24.7","50.5"
"8469485","133","Derek Roy","BUF","C","80","17","27","44","-7","54","6","1","2","1","176","9.7","19:19","23.0","50.6"
"8464977","134","Dainius Zubrus","NJD","R","82","17","27","44","+7","34","4","3","2","0","109","15.6","18:41","24.9","43.3"
"8473563","135","Nicklas Backstrom","WSH","C","42","14","30","44","-4","24","3","0","4","1","95","14.7","19:09","22.6","51.1"
"8470602","136","Dion Phaneuf","TOR","D","82","12","32","44","-10","92","7","0","1","1","202","5.9","25:17","31.4","0.0"
"8469459","137","Mikko Koivu","MIN","C","55","12","32","44","+10","28","2","1","2","1","129","9.3","21:21","26.1","52.3"
"8469598","138","Kevin Bieksa","VAN","D","78","8","36","44","+12","94","2","0","2","0","166","4.8","23:38","28.2","0.0"
"8471887","139","Patric Hornqvist","NSH","R","76","27","16","43","+9","28","8","0","3","0","230","11.7","15:19","20.1","66.7"
"8473537","140","Viktor Stalberg","CHI","R","79","22","21","43","+6","34","0","0","6","1","215","10.2","14:04","19.5","45.4"
"8470667","141","Clarke MacArthur","TOR","L","73","20","23","43","+3","37","3","0","4","1","148","13.5","15:50","20.1","45.4"
"8470274","142","Chris Higgins","VAN","L","71","18","25","43","+11","16","1","1","4","2","165","10.9","16:18","23.5","40.0"
"8471859","143","Sergei Kostitsyn","NSH","L","75","17","26","43","+8","34","1","1","3","0","97","17.5","16:28","23.6","0.0"
"8471735","144","Keith Yandle","PHX","D","82","11","32","43","+5","51","0","0","2","0","196","5.6","22:20","25.5","0.0"
"8474031","145","Kevin Shattenkirk","STL","D","81","9","34","43","+20","60","5","0","2","0","178","5.1","21:36","28.6","25.0"
"8459670","146","Kimmo Timonen","PHI","D","76","4","39","43","+8","46","4","0","0","0","130","3.1","21:14","27.7","100.0"
"8474102","147","David Perron","STL","L","57","21","21","42","+19","28","5","1","4","0","114","18.4","18:17","26.5","20.0"
"8471514","148","Rich Peverley","BOS","C","57","11","31","42","+20","22","1","0","1","0","112","9.8","16:53","21.4","61.1"
"8471724","149","Kris Letang","PIT","D","51","10","32","42","+21","34","4","1","3","1","142","7.0","24:50","25.5","0.0"
"8469500","150","Mike Cammalleri","MTL, CGY","C","66","20","21","41","-10","26","3","0","4","0","175","11.4","18:06","22.5","45.6"
"8474570","151","Cody Hodgson","VAN, BUF","C","83","19","22","41","+1","10","7","0","3","0","154","12.3","13:49","19.2","46.3"
"8469639","152","Brooks Laich","WSH","C","82","16","25","41","-8","34","5","1","5","1","191","8.4","18:29","24.9","47.6"
"8473544","153","Derick Brassard","CBJ","C","74","14","27","41","-20","42","5","0","3","1","125","11.2","16:20","20.7","45.0"
"8471703","154","Steve Downie","TBL, COL","R","75","14","27","41","-6","137","2","0","2","0","140","10.0","15:55","18.9","46.0"
"8474584","155","Michael Del Zotto","NYR","D","77","10","31","41","+20","36","1","1","2","0","113","8.8","22:26","25.2","0.0"
"8469469","156","RJ Umberger","CBJ","L","77","20","20","40","-10","27","5","0","3","0","200","10.0","18:11","24.1","49.0"
"8470281","157","Duncan Keith","CHI","D","74","4","36","40","+15","42","1","0","1","0","162","2.5","26:53","31.1","0.0"
"8467967","158","Chris Kelly","BOS","C","82","20","19","39","+33","41","1","2","6","0","122","16.4","14:44","20.8","51.8"
"8466251","159","Jason Chimera","WSH","L","82","20","19","39","+4","78","1","2","5","1","205","9.8","14:25","20.7","48.4"
"8471498","160","Jannik Hansen","VAN","R","82","16","23","39","+18","34","0","1","1","0","137","11.7","14:53","22.3","41.4"
"8468505","161","Steve Ott","DAL","C","74","11","28","39","+5","156","4","0","2","1","108","10.2","18:20","23.8","55.5"
"8473534","162","Patrik Berglund","STL","C","82","19","19","38","+4","30","0","2","3","0","188","10.1","17:57","26.6","48.5"
"8465951","163","Matt Cooke","PIT","L","82","19","19","38","+5","44","1","2","4","0","147","12.9","15:40","20.1","54.5"
"8459444","164","Todd Bertuzzi","DET","R","71","14","24","38","+23","64","0","0","1","1","118","11.9","15:33","21.4","38.5"
"8474176","165","Carl Hagelin","NYR","L","64","14","24","38","+21","24","0","2","2","0","131","10.7","15:02","19.4","16.7"
"8471677","166","Jack Johnson","LAK, CBJ","D","82","12","26","38","-7","39","5","0","5","2","176","6.8","23:46","26.6","0.0"
"8459442","167","Saku Koivu","ANA","C","74","11","27","38","+7","50","0","0","1","0","107","10.3","18:07","24.5","52.4"
"8470640","168","Matthew Carle","PHI","D","82","4","34","38","+4","36","3","0","0","0","132","3.0","23:01","28.2","0.0"
"8470877","169","David Jones","COL","R","72","20","17","37","-8","32","3","1","5","2","136","14.7","15:45","21.2","47.0"
